2026-08-19 15:26:54,871 INFO  Logger.cs: 70 - 
2026-08-19 15:55:38,378 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2026-08-19 15:55:38,378 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2026-08-19 15:55:38,379 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:38,379 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:38,379 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:38,380 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:38,380 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:38,380 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:38,380 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:38,381 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:38,381 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:38,382 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:38,382 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:38,382 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:38,382 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:38,383 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:38,383 INFO  ExportHelperExtension.cs: 1402 - Fixing 37
2026-08-19 15:55:38,383 INFO  ExportHelperExtension.cs: 1409 - Component 37 is already fixed
2026-08-19 15:55:38,383 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2026-08-19 15:55:38,384 INFO  ExportHelperExtension.cs: 1409 - Component 43 is already fixed
2026-08-19 15:55:38,384 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2026-08-19 15:55:38,384 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2026-08-19 15:55:38,384 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2026-08-19 15:55:38,385 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2026-08-19 15:55:38,385 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:38,385 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:38,385 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:38,386 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:38,386 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:38,386 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:38,386 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:38,387 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:38,387 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:38,387 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:38,387 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:38,388 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:38,388 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2026-08-19 15:55:38,388 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2026-08-19 15:55:38,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2026-08-19 15:55:38,392 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2026-08-19 15:55:38,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:38,392 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:38,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:38,393 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:38,393 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:38,393 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:38,393 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:38,394 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:38,394 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:38,394 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:38,394 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:38,395 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:38,395 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:38,395 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:38,395 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:38,396 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:38,396 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:38,396 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:38,396 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:38,397 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:38,397 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:38,397 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:39,677 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2026-08-19 15:55:39,678 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2026-08-19 15:55:39,678 INFO  ExportHelperExtension.cs: 849 - L1: 0
2026-08-19 15:55:39,678 INFO  ExportHelperExtension.cs: 857 - L2: 0
2026-08-19 15:55:41,008 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent L3 to child L4 failed
2026-08-19 15:55:43,047 INFO  ExportHelperExtension.cs: 347 - Creating joint L5
2026-08-19 15:55:43,048 INFO  ExportHelperExtension.cs: 1397 - Fixing components for L4
2026-08-19 15:55:43,048 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:43,048 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:43,049 INFO  ExportHelperExtension.cs: 1402 - Fixing 47
2026-08-19 15:55:43,049 INFO  ExportHelperExtension.cs: 1409 - Component 47 is already fixed
2026-08-19 15:55:43,049 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:43,050 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:43,050 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:43,050 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:43,050 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:43,051 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:43,051 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:43,051 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:43,051 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:43,052 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:43,052 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2026-08-19 15:55:43,052 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2026-08-19 15:55:43,052 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:43,052 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:43,053 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:43,053 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:43,053 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:43,053 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:43,054 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:43,054 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:43,054 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:43,054 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:43,055 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:43,055 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:43,055 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:43,055 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:43,056 INFO  ExportHelperExtension.cs: 1402 - Fixing 37
2026-08-19 15:55:43,056 INFO  ExportHelperExtension.cs: 1409 - Component 37 is already fixed
2026-08-19 15:55:43,056 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2026-08-19 15:55:43,056 INFO  ExportHelperExtension.cs: 1409 - Component 43 is already fixed
2026-08-19 15:55:43,057 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2026-08-19 15:55:43,057 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2026-08-19 15:55:43,057 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2026-08-19 15:55:43,057 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2026-08-19 15:55:43,058 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:43,058 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:43,058 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:43,058 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:43,059 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:43,059 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:43,059 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:43,059 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:43,060 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:43,060 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:43,060 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:43,061 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:43,061 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2026-08-19 15:55:43,061 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2026-08-19 15:55:43,061 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2026-08-19 15:55:43,062 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2026-08-19 15:55:43,062 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:43,062 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:43,062 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:43,062 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:43,063 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:43,063 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:43,063 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:43,064 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:43,064 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:43,064 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:43,065 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:43,065 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:43,065 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:43,065 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:43,066 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:43,066 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:43,066 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:43,066 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:43,067 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:43,067 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:43,067 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:43,067 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:43,493 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2026-08-19 15:55:43,493 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2026-08-19 15:55:43,494 INFO  ExportHelperExtension.cs: 849 - L1: 0
2026-08-19 15:55:43,494 INFO  ExportHelperExtension.cs: 857 - L2: 0
2026-08-19 15:55:45,632 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent L4 to child L5 failed
2026-08-19 15:55:47,555 INFO  ExportHelperExtension.cs: 347 - Creating joint L6
2026-08-19 15:55:47,556 INFO  ExportHelperExtension.cs: 1397 - Fixing components for L5
2026-08-19 15:55:47,556 INFO  ExportHelperExtension.cs: 1402 - Fixing 37
2026-08-19 15:55:47,556 INFO  ExportHelperExtension.cs: 1409 - Component 37 is already fixed
2026-08-19 15:55:47,557 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2026-08-19 15:55:47,557 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2026-08-19 15:55:47,557 INFO  ExportHelperExtension.cs: 1402 - Fixing 41
2026-08-19 15:55:47,557 INFO  ExportHelperExtension.cs: 1409 - Component 41 is already fixed
2026-08-19 15:55:47,558 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:47,558 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:47,558 INFO  ExportHelperExtension.cs: 1402 - Fixing 47
2026-08-19 15:55:47,559 INFO  ExportHelperExtension.cs: 1409 - Component 47 is already fixed
2026-08-19 15:55:47,559 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:47,559 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:47,559 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:47,560 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:47,560 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:47,560 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:47,560 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:47,561 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:47,561 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:47,561 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:47,561 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2026-08-19 15:55:47,562 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2026-08-19 15:55:47,562 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:47,562 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:47,562 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:47,563 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:47,563 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:47,563 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:47,563 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:47,564 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:47,564 INFO  ExportHelperExtension.cs: 1402 - Fixing 34
2026-08-19 15:55:47,564 INFO  ExportHelperExtension.cs: 1409 - Component 34 is already fixed
2026-08-19 15:55:47,564 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2026-08-19 15:55:47,565 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2026-08-19 15:55:47,565 INFO  ExportHelperExtension.cs: 1402 - Fixing 33
2026-08-19 15:55:47,565 INFO  ExportHelperExtension.cs: 1409 - Component 33 is already fixed
2026-08-19 15:55:47,565 INFO  ExportHelperExtension.cs: 1402 - Fixing 37
2026-08-19 15:55:47,566 INFO  ExportHelperExtension.cs: 1409 - Component 37 is already fixed
2026-08-19 15:55:47,566 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2026-08-19 15:55:47,577 INFO  ExportHelperExtension.cs: 1409 - Component 43 is already fixed
2026-08-19 15:55:47,577 INFO  ExportHelperExtension.cs: 1402 - Fixing 42
2026-08-19 15:55:47,577 INFO  ExportHelperExtension.cs: 1409 - Component 42 is already fixed
2026-08-19 15:55:47,578 INFO  ExportHelperExtension.cs: 1402 - Fixing 39
2026-08-19 15:55:47,578 INFO  ExportHelperExtension.cs: 1409 - Component 39 is already fixed
2026-08-19 15:55:47,578 INFO  ExportHelperExtension.cs: 1402 - Fixing 36
2026-08-19 15:55:47,578 INFO  ExportHelperExtension.cs: 1409 - Component 36 is already fixed
2026-08-19 15:55:47,579 INFO  ExportHelperExtension.cs: 1402 - Fixing 35
2026-08-19 15:55:47,579 INFO  ExportHelperExtension.cs: 1409 - Component 35 is already fixed
2026-08-19 15:55:47,579 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:47,579 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:47,580 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:47,580 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:47,580 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:47,580 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:47,581 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:47,581 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:47,581 INFO  ExportHelperExtension.cs: 1402 - Fixing 22
2026-08-19 15:55:47,581 INFO  ExportHelperExtension.cs: 1409 - Component 22 is already fixed
2026-08-19 15:55:47,582 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2026-08-19 15:55:47,582 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2026-08-19 15:55:47,582 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:47,582 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:47,583 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:47,583 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:47,583 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:47,583 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:47,584 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2026-08-19 15:55:47,584 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2026-08-19 15:55:47,584 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2026-08-19 15:55:47,584 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2026-08-19 15:55:47,584 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:47,585 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:47,585 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2026-08-19 15:55:47,585 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2026-08-19 15:55:47,585 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2026-08-19 15:55:47,586 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2026-08-19 15:55:47,586 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2026-08-19 15:55:47,586 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2026-08-19 15:55:47,586 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2026-08-19 15:55:47,587 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2026-08-19 15:55:47,587 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2026-08-19 15:55:47,587 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2026-08-19 15:55:48,986 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2026-08-19 15:55:48,987 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2026-08-19 15:55:48,987 INFO  ExportHelperExtension.cs: 849 - L1: 0
2026-08-19 15:55:48,987 INFO  ExportHelperExtension.cs: 857 - L2: 0
2026-08-19 15:55:50,316 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent L5 to child L6 failed
2026-08-19 15:55:52,338 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성
2026-08-19 15:55:52,338 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 1차완성
2026-08-19 15:55:52,339 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in 1차완성
2026-08-19 15:55:52,339 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:55:52,339 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:55:52,339 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1차완성.STEP-1
2026-08-19 15:55:52,340 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:55:52,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1차완성.STEP-1
2026-08-19 15:55:52,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성
2026-08-19 15:55:52,341 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 1차완성
2026-08-19 15:55:52,341 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in 1차완성
2026-08-19 15:55:52,342 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-19 15:55:52,342 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-08-19 15:55:52,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1차완성.STEP-1
2026-08-19 15:55:52,342 INFO  ExportHelperExtension.cs: 1136 - Found 45 in 1차완성.STEP-1
2026-08-19 15:55:52,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1차완성.STEP-1
2026-08-19 15:55:52,389 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-08-19 16:02:36,499 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2026-08-19 16:02:36,514 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
